gender,idg,condtn,wave,round,position,positin1,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field,field_cd,undergra,mn_sat,tuition,race,imprace,imprelig,from,zipcode,income,goal,date,go_out,career,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1,attr,sinc,intel,fun,amb,shar,like,prob,met,match_es,attr1_s,sinc1_s,intel1_s,fun1_s,amb1_s,shar1_s,attr3_s,sinc3_s,intel3_s,fun3_s,amb3_s,satis_2,length,numdat_2,attr7_2,sinc7_2,intel7_2,fun7_2,amb7_2,shar7_2,attr1_2,sinc1_2,intel1_2,fun1_2,amb1_2,shar1_2,attr4_2,sinc4_2,intel4_2,fun4_2,amb4_2,shar4_2,attr2_2,sinc2_2,intel2_2,fun2_2,amb2_2,shar2_2,attr3_2,sinc3_2,intel3_2,fun3_2,amb3_2,attr5_2,sinc5_2,intel5_2,fun5_2,amb5_2,you_call,them_cal,date_3,numdat_3,num_in_3,attr1_3,sinc1_3,intel1_3,fun1_3,amb1_3,shar1_3,attr7_3,sinc7_3,intel7_3,fun7_3,amb7_3,shar7_3,attr4_3,sinc4_3,intel4_3,fun4_3,amb4_3,shar4_3,attr2_3,sinc2_3,intel2_3,fun2_3,amb2_3,shar2_3,attr3_3,sinc3_3,intel3_3,fun3_3,amb3_3,attr5_3,sinc5_3,intel5_3,fun5_3,amb5_3,id
0,3,2,12,14,5,5.0,7,13,320.0,0,0.35,1,36.0,2.0,20.0,16.0,16.0,16.0,16.0,16.0,5.0,7.0,7.0,5.0,5.0,,3.0,2.0,2.0,30.0,MA Teaching Social Studies,9.0,Arizona State,"1,097.00","10,352.00",2.0,5.0,7.0,Arizona,"85,283","39,394.00",2.0,6.0,1.0,High School Social Studies Teacher,2.0,7.0,8.0,8.0,5.0,7.0,5.0,3.0,1.0,2.0,10.0,7.0,10.0,10.0,8.0,8.0,5.0,8.0,6.0,,10.0,18.0,20.0,16.0,16.0,20.0,24.0,16.0,14.0,18.0,20.0,8.0,22.0,20.0,14.0,18.0,8.0,18.0,7.0,10.0,8.0,8.0,8.0,7.0,9.0,8.0,7.0,7.0,5.0,9.0,8.0,5.0,,,7.0,5.0,0.0,2.0,,,,,,,,,,,,7.0,1.0,2.0,,,,,,,14.0,20.0,18.0,20.0,13.0,15.0,15.0,20.0,18.0,15.0,15.0,17.0,15.0,20.0,18.0,22.0,10.0,15.0,7.0,9.0,7.0,8.0,7.0,7.0,8.0,7.0,7.0,6.0,0.0,0.0,0.0,,,5.0,10.0,10.0,10.0,10.0,55.0,5.0,10.0,10.0,10.0,10.0,55.0,15.0,10.0,10.0,10.0,10.0,45.0,15.0,10.0,10.0,10.0,10.0,45.0,7.0,9.0,8.0,8.0,6.0,7.0,8.0,7.0,7.0,6.0,1944
0,20,2,12,14,2,2.0,4,13,320.0,0,0.8,1,36.0,2.0,20.0,16.0,16.0,16.0,16.0,16.0,7.0,7.0,7.0,5.0,5.0,,5.0,2.0,2.0,33.0,Education,9.0,Harvard,"1,400.00","26,019.00",2.0,2.0,1.0,"Brooklyn, NY","27,701","16,908.00",4.0,5.0,1.0,Educator,2.0,7.0,1.0,9.0,9.0,9.0,7.0,7.0,1.0,1.0,10.0,2.0,9.0,9.0,8.0,9.0,5.0,1.0,6.0,,20.0,25.0,25.0,10.0,15.0,5.0,25.0,15.0,20.0,20.0,15.0,5.0,40.0,10.0,15.0,25.0,5.0,5.0,8.0,10.0,9.0,8.0,6.0,8.0,10.0,9.0,8.0,7.0,5.0,8.0,9.0,7.0,8.0,7.0,6.0,8.0,0.0,1.0,,,,,,,,,,,,6.0,1.0,1.0,,,,,,,40.0,15.0,15.0,15.0,10.0,5.0,30.0,10.0,10.0,20.0,10.0,20.0,50.0,10.0,10.0,15.0,5.0,10.0,8.0,10.0,8.0,8.0,7.0,8.0,9.0,9.0,8.0,7.0,1.0,1.0,1.0,1.0,,40.0,20.0,20.0,10.0,5.0,5.0,60.0,15.0,15.0,10.0,0.0,0.0,30.0,15.0,25.0,10.0,5.0,15.0,65.0,5.0,10.0,10.0,0.0,10.0,8.0,10.0,8.0,7.0,7.0,8.0,9.0,9.0,7.0,7.0,2854
0,5,2,21,22,15,15.0,17,21,551.0,0,0.37,0,27.0,1.0,40.0,20.0,20.0,20.0,0.0,0.0,5.0,8.0,9.0,6.0,8.0,7.0,4.0,6.0,2.0,23.0,Electrical Engineering,5.0,"S.V Regional Engineering College,India",,,4.0,2.0,2.0,India,"395,001",,2.0,7.0,3.0,Business Management and Information Technology,7.0,6.0,5.0,5.0,7.0,8.0,10.0,10.0,3.0,9.0,8.0,5.0,8.0,9.0,9.0,10.0,7.0,8.0,6.0,,20.0,10.0,10.0,30.0,15.0,15.0,60.0,5.0,10.0,10.0,5.0,10.0,60.0,5.0,10.0,10.0,5.0,10.0,8.0,4.0,10.0,8.0,8.0,7.0,2.0,7.0,9.0,7.0,6.0,5.0,7.0,8.0,6.0,6.0,7.0,5.0,0.0,10.0,,,,,,,,,,,,6.0,1.0,2.0,30.0,5.0,15.0,15.0,5.0,30.0,20.0,10.0,10.0,20.0,20.0,20.0,30.0,10.0,20.0,20.0,10.0,10.0,40.0,5.0,10.0,20.0,5.0,20.0,8.0,7.0,8.0,9.0,9.0,7.0,7.0,8.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5041
1,6,2,11,21,3,3.0,10,10,261.0,1,0.54,0,26.0,4.0,15.0,20.0,20.0,20.0,15.0,10.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,5.0,2.0,21.0,Operations Research,5.0,Novosibirsk State University,,,2.0,1.0,1.0,Siberia,"630,090",,2.0,4.0,3.0,Investment Banking,7.0,9.0,1.0,10.0,6.0,7.0,7.0,4.0,6.0,5.0,10.0,1.0,9.0,7.0,7.0,9.0,5.0,9.0,6.0,,25.0,10.0,25.0,5.0,10.0,25.0,20.0,15.0,15.0,15.0,10.0,25.0,10.0,15.0,20.0,15.0,15.0,25.0,10.0,7.0,6.0,10.0,10.0,9.0,6.0,10.0,5.0,10.0,6.0,6.0,7.0,5.0,6.0,7.0,6.0,6.0,0.0,8.0,20.0,10.0,20.0,10.0,20.0,20.0,10.0,7.0,10.0,5.0,10.0,7.0,1.0,2.0,,,,,,,20.0,10.0,20.0,10.0,20.0,20.0,20.0,10.0,10.0,15.0,15.0,30.0,15.0,15.0,20.0,15.0,15.0,20.0,10.0,6.0,10.0,5.0,10.0,9.0,7.0,9.0,5.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7403
0,3,1,6,5,3,3.0,5,6,140.0,0,-0.35,0,29.0,2.0,18.6,16.28,18.6,18.6,11.63,16.28,5.0,9.0,8.0,6.0,8.0,6.0,6.0,6.0,2.0,24.0,electrical engineering,5.0,,,,4.0,8.0,6.0,china,"519,000",,1.0,6.0,5.0,a research position,2.0,8.0,7.0,6.0,7.0,10.0,8.0,10.0,4.0,3.0,6.0,4.0,8.0,7.0,10.0,9.0,7.0,6.0,5.0,,12.77,19.15,17.02,17.02,14.89,19.15,7.0,7.0,7.0,7.0,6.0,7.0,24.32,16.22,13.51,16.22,10.81,18.92,6.0,8.0,7.0,8.0,7.0,,,,,,8.0,7.0,7.0,8.0,8.0,7.0,7.0,6.0,2.0,,12.77,17.02,19.15,17.02,14.89,19.15,5.0,8.0,7.0,7.0,5.0,7.0,1.0,1.0,,,,,,,15.22,17.39,17.39,17.39,15.22,17.39,7.0,7.0,7.0,7.0,7.0,7.0,17.78,15.56,15.56,17.78,15.56,17.78,6.0,7.0,7.0,6.0,7.0,,,,,,0.0,0.0,0.0,0.0,0.0,11.36,18.18,18.18,18.18,15.91,18.18,,,,,,,7.0,7.0,7.0,7.0,7.0,7.0,9.0,7.0,6.0,8.0,6.0,,4.0,7.0,7.0,7.0,7.0,,,,,,971
1,40,2,21,22,10,20.0,13,7,515.0,0,0.22,1,23.0,2.0,20.0,20.0,20.0,15.0,10.0,15.0,2.0,3.0,3.0,5.0,5.0,,6.0,5.0,2.0,30.0,MBA,8.0,Oxford,,,2.0,5.0,6.0,UK,,,2.0,4.0,1.0,Finance,7.0,5.0,3.0,5.0,9.0,7.0,8.0,3.0,3.0,8.0,8.0,3.0,7.0,7.0,4.0,6.0,6.0,3.0,7.0,,30.0,3.0,30.0,30.0,3.0,4.0,30.0,3.0,30.0,30.0,3.0,4.0,20.0,3.0,30.0,30.0,13.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,6.0,4.0,4.0,5.0,5.0,0.0,6.0,,,,,,,,,,,,8.0,3.0,3.0,70.0,5.0,5.0,10.0,5.0,5.0,60.0,5.0,10.0,10.0,10.0,5.0,70.0,5.0,5.0,10.0,5.0,5.0,70.0,5.0,5.0,10.0,5.0,5.0,7.0,4.0,6.0,7.0,7.0,7.0,4.0,6.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4232
1,12,2,9,20,5,2.0,4,3,196.0,1,0.2,0,25.0,4.0,17.65,17.65,17.65,15.69,15.69,15.69,6.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,1.0,26.0,Business,8.0,,,,2.0,1.0,1.0,Spain,"8,025",,1.0,3.0,2.0,Business,7.0,8.0,2.0,7.0,7.0,7.0,8.0,3.0,3.0,6.0,7.0,2.0,6.0,7.0,7.0,10.0,3.0,10.0,7.0,,16.28,16.28,18.6,16.28,16.28,16.28,8.0,5.0,8.0,9.0,6.0,8.0,20.0,12.5,15.0,17.5,17.5,17.5,7.0,7.0,6.0,9.0,6.0,,,,,,8.0,7.0,7.0,5.0,5.0,7.0,7.0,5.0,2.0,,19.51,12.2,17.07,19.51,14.63,17.07,7.0,8.0,8.0,7.0,7.0,7.0,1.0,3.0,,,,,,,19.51,12.2,17.07,19.51,14.63,17.07,8.0,6.0,6.0,8.0,6.0,6.0,18.42,13.16,15.79,21.05,15.79,15.79,7.0,8.0,9.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3489
1,32,2,15,18,15,2.0,14,14,392.0,0,-0.27,1,26.0,2.0,15.0,20.0,15.0,30.0,10.0,10.0,1.0,3.0,3.0,1.0,8.0,1.0,1.0,1.0,2.0,27.0,business,8.0,,,,2.0,1.0,1.0,New Jersey,"7,032",,1.0,5.0,2.0,millionaire,7.0,10.0,10.0,10.0,5.0,8.0,8.0,0.0,7.0,3.0,8.0,6.0,5.0,5.0,8.0,8.0,4.0,4.0,4.0,,75.0,5.0,5.0,5.0,5.0,5.0,95.0,1.0,1.0,1.0,1.0,1.0,60.0,10.0,10.0,10.0,5.0,5.0,7.0,7.0,8.0,8.0,8.0,7.0,7.0,10.0,10.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2.0,3.0,80.0,10.0,5.0,3.0,2.0,1.0,7.0,8.0,8.0,8.0,9.0,7.0,3.0,2.0,,,,,,,75.0,5.0,5.0,5.0,5.0,5.0,80.0,5.0,1.0,8.0,5.0,1.0,75.0,1.0,2.0,20.0,1.0,1.0,7.0,7.0,8.0,8.0,9.0,6.0,9.0,7.0,8.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5977
0,11,2,21,22,16,16.0,10,19,549.0,0,0.46,1,28.0,2.0,20.0,20.0,20.0,20.0,0.0,20.0,2.0,7.0,7.0,8.0,6.0,6.0,5.0,6.0,2.0,23.0,sociology,3.0,Princeton University,"1,460.00","27,230.00",2.0,8.0,9.0,New York,"11,001","49,642.00",2.0,4.0,3.0,teacher and performer,2.0,5.0,3.0,7.0,7.0,8.0,10.0,2.0,2.0,1.0,8.0,6.0,10.0,8.0,9.0,10.0,6.0,7.0,7.0,,20.0,20.0,20.0,15.0,5.0,20.0,30.0,10.0,10.0,30.0,10.0,10.0,30.0,5.0,15.0,30.0,0.0,20.0,8.0,10.0,8.0,9.0,7.0,8.0,10.0,10.0,8.0,7.0,8.0,9.0,7.0,6.0,5.0,5.0,6.0,5.0,0.0,5.0,,,,,,,,,,,,6.0,1.0,2.0,50.0,20.0,10.0,20.0,0.0,0.0,20.0,20.0,20.0,20.0,0.0,20.0,30.0,20.0,10.0,30.0,0.0,10.0,30.0,20.0,10.0,30.0,0.0,10.0,8.0,10.0,10.0,9.0,8.0,8.0,10.0,10.0,8.0,5.0,0.0,0.0,0.0,,,50.0,30.0,10.0,10.0,0.0,0.0,40.0,40.0,0.0,20.0,0.0,0.0,60.0,10.0,0.0,30.0,0.0,0.0,70.0,0.0,0.0,30.0,0.0,0.0,9.0,10.0,10.0,9.0,7.0,10.0,10.0,10.0,10.0,8.0,1739
1,26,2,4,18,16,,14,3,78.0,1,0.09,1,23.0,3.0,10.0,25.0,20.0,10.0,20.0,15.0,5.0,9.0,9.0,,,,9.0,1.0,2.0,22.0,Law,1.0,,,,3.0,1.0,3.0,Texas,"76,513","23,361.00",5.0,7.0,3.0,Law,1.0,2.0,4.0,2.0,9.0,6.0,5.0,4.0,9.0,2.0,9.0,8.0,7.0,9.0,2.0,8.0,5.0,3.0,5.0,2.0,10.0,20.0,35.0,10.0,5.0,20.0,,,,,,,20.0,15.0,20.0,20.0,5.0,20.0,4.0,7.0,3.0,9.0,2.0,,,,,,10.0,10.0,10.0,8.0,8.0,,8.0,2.0,2.0,4.0,,,,,,,,,,,,8.0,3.0,3.0,,,,,,,15.0,30.0,30.0,10.0,5.0,10.0,,,,,,,,,,,,,5.0,9.0,9.0,5.0,2.0,,,,,,0.0,1.0,1.0,,,20.0,20.0,35.0,5.0,10.0,10.0,,,,,,,,,,,,,,,,,,,3.0,7.0,9.0,3.0,4.0,,,,,,7076
0,29,2,11,21,10,10.0,5,7,279.0,0,0.17,1,25.0,2.0,27.0,15.0,28.0,10.0,10.0,10.0,8.0,7.0,8.0,7.0,7.0,4.0,6.5,6.5,2.0,28.0,french,16.0,"colby college, waterville, me","1,330.00","34,290.00",2.0,2.0,2.0,new york city,,,2.0,7.0,3.0,undecided,10.0,5.0,4.0,5.0,4.0,7.0,8.0,8.0,1.0,6.0,5.0,1.0,4.0,10.0,6.0,7.0,2.0,6.0,4.0,,25.0,20.0,20.0,25.0,0.0,10.0,30.0,10.0,10.0,20.0,20.0,10.0,39.0,20.0,15.0,20.0,0.0,6.0,8.0,8.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,5.0,7.0,9.0,9.0,6.0,5.0,3.0,6.0,7.0,0.0,4.0,30.0,25.0,20.0,25.0,0.0,0.0,8.0,5.0,8.0,9.0,4.0,4.0,3.0,2.0,,,,,,,30.0,20.0,15.0,20.0,0.0,15.0,30.0,15.0,20.0,15.0,10.0,10.0,45.0,15.0,10.0,10.0,10.0,10.0,8.0,8.0,7.0,8.0,4.0,8.0,8.0,6.0,9.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6443
0,33,2,9,20,1,1.0,14,18,231.0,0,0.54,0,30.0,3.0,18.6,20.93,23.26,23.26,2.33,11.63,6.0,7.0,7.0,6.0,6.0,5.0,5.0,6.0,2.0,29.0,Ecology,10.0,,,,2.0,10.0,4.0,Atlanta,"30,345","46,800.00",2.0,6.0,3.0,scientific research,2.0,9.0,3.0,9.0,8.0,9.0,9.0,9.0,1.0,2.0,9.0,5.0,7.0,7.0,7.0,7.0,5.0,1.0,5.0,,20.0,15.56,20.0,15.56,11.11,17.78,9.0,8.0,4.0,8.0,4.0,9.0,25.0,22.22,13.89,13.89,2.78,22.22,8.0,8.0,6.0,9.0,9.0,,,,,,5.0,2.0,3.0,1.0,,1.0,2.0,5.0,2.0,1.0,25.64,10.26,15.38,20.51,10.26,17.95,8.0,8.0,7.0,8.0,7.0,4.0,1.0,2.0,,,,,,,20.0,15.56,17.78,17.78,11.11,17.78,9.0,5.0,5.0,8.0,3.0,7.0,27.03,13.51,13.51,21.62,8.11,16.22,7.0,7.0,6.0,6.0,6.0,,,,,,0.0,1.0,0.0,0.0,,22.5,15.0,15.0,12.5,15.0,20.0,,,,,,,6.0,6.0,6.0,6.0,6.0,6.0,9.0,6.0,4.0,9.0,4.0,,7.0,6.0,8.0,6.0,6.0,,,,,,6931
0,39,2,9,20,8,8.0,18,20,233.0,0,0.19,0,29.0,4.0,14.0,20.0,18.0,16.0,14.0,18.0,8.0,8.0,8.0,8.0,8.0,,7.0,6.0,2.0,25.0,International Affairs,13.0,,,,3.0,9.0,10.0,New York Area/ New Jersey,"7,410",,2.0,4.0,2.0,International Business,7.0,8.0,7.0,9.0,8.0,8.0,7.0,6.0,7.0,7.0,8.0,7.0,10.0,10.0,8.0,9.0,8.0,5.0,7.0,,15.52,17.24,17.24,17.24,17.24,15.52,9.0,10.0,10.0,10.0,10.0,9.0,18.18,18.18,16.36,18.18,14.55,14.55,8.0,10.0,9.0,9.0,9.0,,,,,,8.0,8.0,8.0,8.0,7.0,7.0,6.0,6.0,2.0,,16.07,17.86,17.86,16.07,17.86,14.29,8.0,10.0,8.0,9.0,9.0,4.0,3.0,3.0,,,,,,,16.36,18.18,18.18,16.36,16.36,14.55,9.0,10.0,9.0,9.0,9.0,9.0,19.61,15.69,15.69,17.65,15.69,15.69,8.0,10.0,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7418
0,3,1,8,10,10,10.0,10,4,187.0,0,0.45,0,26.0,2.0,16.98,16.98,18.87,16.98,13.21,16.98,6.0,,10.0,5.0,,,3.0,2.0,2.0,23.0,International Affairs,13.0,,,,6.0,5.0,8.0,Ohio,"43,220","40,749.00",2.0,3.0,1.0,Business,7.0,8.0,2.0,6.0,8.0,7.0,7.0,3.0,3.0,6.0,6.0,5.0,6.0,5.0,6.0,9.0,5.0,3.0,7.0,,12.24,20.41,16.33,14.29,20.41,16.33,10.0,5.0,6.0,7.0,8.0,6.0,22.22,11.11,13.33,20.0,17.78,15.56,7.0,10.0,8.0,8.0,9.0,,,,,,4.0,6.0,7.0,7.0,6.0,7.0,4.0,5.0,2.0,,16.67,16.67,16.67,16.67,16.67,16.67,7.0,7.0,7.0,7.0,7.0,5.0,3.0,1.0,,,,,,,14.29,16.33,16.33,16.33,18.37,18.37,9.0,6.0,6.0,9.0,6.0,7.0,20.93,13.95,13.95,20.93,13.95,16.28,7.0,8.0,7.0,8.0,9.0,,,,,,0.0,0.0,0.0,,,14.29,16.33,16.33,18.37,18.37,16.33,,,,,,,9.0,7.0,6.0,9.0,7.0,9.0,7.0,9.0,8.0,8.0,9.0,,7.0,9.0,8.0,9.0,12.0,,,,,,6921
0,15,2,11,21,1,1.0,8,3,275.0,0,0.58,1,21.0,2.0,25.0,10.0,25.0,5.0,10.0,25.0,,,,,,,,,,25.0,Genetics,10.0,Rice,"1,410.00","17,125.00",2.0,2.0,2.0,Texas,"77,546","48,944.00",2.0,7.0,1.0,Scientist,2.0,8.0,3.0,7.0,8.0,7.0,7.0,4.0,2.0,7.0,8.0,6.0,7.0,7.0,5.0,7.0,5.0,6.0,5.0,,15.0,18.0,19.0,19.0,17.0,12.0,15.0,17.0,16.0,18.0,17.0,17.0,17.0,18.0,16.0,18.0,13.0,18.0,7.0,9.0,8.0,8.0,9.0,7.0,6.0,8.0,8.0,9.0,7.0,8.0,8.0,5.0,8.0,4.0,5.0,4.0,0.0,2.0,17.0,18.0,18.0,16.0,15.0,12.0,,,,,,5.0,1.0,2.0,,,,,,,17.0,18.0,19.0,18.0,16.0,12.0,17.0,18.0,15.0,18.0,16.0,16.0,18.0,18.0,15.0,18.0,14.0,17.0,7.0,8.0,8.0,7.0,8.0,7.0,4.0,8.0,7.0,8.0,0.0,0.0,0.0,,,17.0,18.0,18.0,18.0,17.0,12.0,18.0,18.0,15.0,18.0,17.0,14.0,18.0,18.0,17.0,18.0,13.0,16.0,18.0,16.0,16.0,18.0,14.0,18.0,7.0,9.0,7.0,8.0,9.0,7.0,4.0,7.0,7.0,8.0,2218
1,4,1,6,5,2,1.0,2,1,132.0,0,0.34,1,27.0,2.0,16.67,16.67,16.67,16.67,16.67,16.67,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,2.0,32.0,MBA,8.0,,,,2.0,9.0,6.0,"Greenwich, CT","10,803","63,351.00",1.0,3.0,2.0,investment banking,7.0,7.0,2.0,9.0,8.0,6.0,6.0,1.0,7.0,7.0,9.0,9.0,4.0,9.0,2.0,9.0,6.0,2.0,6.0,,20.0,20.0,20.0,20.0,6.67,13.33,9.0,9.0,7.0,8.0,3.0,7.0,18.37,18.37,16.33,16.33,16.33,14.29,8.0,8.0,8.0,8.0,8.0,,,,,,8.0,7.0,4.0,6.0,6.0,4.0,8.0,6.0,2.0,3.0,19.57,19.57,19.57,19.57,8.7,13.04,8.0,8.0,8.0,8.0,9.0,4.0,1.0,1.0,,,,,,,19.57,17.39,19.57,19.57,13.04,10.87,9.0,8.0,9.0,9.0,6.0,5.0,17.31,17.31,17.31,17.31,17.31,13.46,8.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,899
0,15,2,15,19,14,14.0,8,12,408.0,0,-0.01,0,24.0,3.0,20.0,10.0,20.0,20.0,10.0,20.0,6.0,8.0,9.0,8.0,8.0,6.0,7.0,6.0,2.0,26.0,School Psychology,3.0,Brown,"1,400.00","27,395.00",2.0,4.0,2.0,New York,"11,023","75,347.00",2.0,7.0,2.0,School Psychologist,3.0,1.0,3.0,5.0,8.0,7.0,7.0,2.0,5.0,7.0,8.0,8.0,9.0,9.0,8.0,8.0,8.0,3.0,4.0,,15.0,10.0,30.0,10.0,15.0,20.0,15.0,10.0,30.0,10.0,15.0,20.0,40.0,5.0,10.0,20.0,10.0,15.0,7.0,8.0,9.0,9.0,9.0,6.0,8.0,8.0,7.0,9.0,8.0,6.0,6.0,7.0,7.0,,7.0,6.0,2.0,4.0,25.0,20.0,30.0,10.0,5.0,10.0,7.0,9.0,8.0,7.0,8.0,7.0,3.0,3.0,15.0,20.0,20.0,15.0,15.0,15.0,15.0,20.0,20.0,15.0,15.0,15.0,15.0,20.0,20.0,15.0,15.0,15.0,15.0,20.0,20.0,15.0,15.0,15.0,7.0,8.0,8.0,7.0,8.0,6.0,8.0,8.0,6.0,7.0,0.0,1.0,1.0,1.0,,15.0,20.0,20.0,15.0,10.0,20.0,15.0,20.0,20.0,15.0,10.0,20.0,15.0,20.0,20.0,15.0,10.0,20.0,15.0,20.0,20.0,15.0,10.0,20.0,7.0,8.0,8.0,7.0,7.0,6.0,7.0,7.0,6.0,7.0,1611
0,7,2,19,15,5,5.0,11,13,493.0,1,0.67,1,20.0,4.0,30.0,10.0,10.0,30.0,10.0,10.0,9.0,10.0,9.0,9.0,8.0,10.0,9.0,7.0,2.0,25.0,Human Rights,13.0,Tufts University,,"26,892.00",4.0,1.0,1.0,"Tokyo, Japan","2,155",,2.0,3.0,1.0,Work at the UN,9.0,10.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,4.0,7.0,9.0,7.0,7.0,7.0,8.0,6.0,9.0,4.0,,20.0,10.0,20.0,20.0,10.0,20.0,40.0,10.0,10.0,20.0,10.0,10.0,40.0,10.0,20.0,10.0,10.0,10.0,8.0,8.0,8.0,6.0,6.0,7.0,8.0,8.0,9.0,5.0,9.0,9.0,7.0,8.0,5.0,8.0,8.0,8.0,0.0,6.0,8.0,8.0,6.0,7.0,4.0,6.0,9.0,9.0,6.0,9.0,4.0,3.0,2.0,2.0,50.0,10.0,10.0,20.0,0.0,10.0,30.0,20.0,10.0,20.0,10.0,10.0,30.0,10.0,30.0,10.0,10.0,10.0,40.0,10.0,10.0,20.0,10.0,10.0,8.0,8.0,6.0,7.0,4.0,7.0,7.0,7.0,7.0,4.0,0.0,4.0,1.0,1.0,1.0,40.0,20.0,10.0,10.0,0.0,10.0,40.0,10.0,10.0,10.0,10.0,20.0,20.0,20.0,10.0,20.0,0.0,30.0,30.0,0.0,10.0,30.0,10.0,20.0,8.0,7.0,7.0,8.0,5.0,7.0,6.0,7.0,7.0,8.0,5477
0,23,2,19,15,4,4.0,9,11,491.0,0,0.59,1,29.0,3.0,30.0,10.0,25.0,20.0,8.0,7.0,5.0,5.0,5.0,5.0,5.0,6.0,7.0,7.0,2.0,27.0,Electrical Engineering,5.0,McGill University,,,3.0,5.0,7.0,Canada,,,1.0,4.0,2.0,Engineer,5.0,9.0,6.0,7.0,8.0,6.0,8.0,8.0,4.0,7.0,7.0,4.0,7.0,8.0,7.0,7.0,6.0,4.0,7.0,,16.0,19.0,16.0,17.0,15.0,17.0,20.0,20.0,15.0,15.0,15.0,15.0,25.0,20.0,15.0,20.0,10.0,10.0,6.0,8.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,8.0,9.0,7.0,8.0,8.0,8.0,6.0,7.0,5.0,0.0,3.0,8.0,8.0,6.0,8.0,7.0,6.0,6.0,8.0,7.0,7.0,7.0,8.0,1.0,3.0,20.0,19.0,15.0,19.0,16.0,11.0,18.0,19.0,15.0,17.0,15.0,16.0,20.0,18.0,17.0,17.0,14.0,14.0,21.0,17.0,15.0,19.0,12.0,16.0,6.0,8.0,6.0,6.0,7.0,7.0,8.0,8.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4259
0,17,1,13,9,7,7.0,1,5,336.0,0,0.07,0,25.0,3.0,20.0,15.0,30.0,10.0,15.0,10.0,6.0,3.0,7.0,6.0,9.0,1.0,4.0,1.0,2.0,22.0,MA in Quantitative Methods,5.0,Cal Berkeley,"1,309.00","15,162.00",4.0,3.0,3.0,California (West Coast),,,1.0,7.0,3.0,not sure yet :),10.0,8.0,7.0,7.0,8.0,5.0,5.0,2.0,2.0,9.0,5.0,7.0,2.0,8.0,4.0,9.0,5.0,2.0,7.0,,15.0,25.0,15.0,20.0,10.0,15.0,25.0,10.0,10.0,25.0,10.0,20.0,50.0,10.0,5.0,15.0,5.0,15.0,8.0,10.0,9.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,4.0,9.0,8.0,4.0,7.0,4.0,5.0,8.0,0.0,2.0,,,,,,,,,,,,6.0,3.0,2.0,,,,,,,20.0,20.0,15.0,20.0,10.0,15.0,40.0,5.0,10.0,25.0,5.0,15.0,50.0,5.0,10.0,20.0,5.0,10.0,8.0,10.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2388
